Team_Cumulative_ID,Team_ID,Player_ID,GP,Min,SST,SSTexPts ,Pts , Ast ,Turnover,Ast_To_Ratio,Stl,  StlPos ,  Blk,  TtlReb ,  OffReb ,  DefReb,Field_Goals_Attempt,Field_Goals_Made,Field_Goals_Missed,Field_Goal_Percentage,Adjusted_Field_Goal_Percentage,Two_Field_Goals_Attempt,Two_Field_Goals_Made,Two_Field_Goals_Missed,Two_Field_Goal_Percentage,Three_Field_Goals_Attempt,Three_Field_Goals_Made,Three_Field_Goals_Missed,Three_Field_Goal_Percentage,Free_Throw_Attempts,Free_Throw_Made,Free_Throw_Missed,Free_Throw_Percentage,And_One,Personal_Fouls_Taken,Total_Personal_Fouls_Commited
527,28,463,25,597,0.98,0.41,189,29,49,0.59,11,19,17,180,49,131,136,64,72,0.471,0.548,85,43,42,0.506,51,21,30,0.412,58,40,18,0.69,3,50,82
528,29,484,24,326,0.63,0.3,83,15,21,0.71,3,8,9,67,18,49,79,38,41,0.481,0.481,79,38,41,0.481,0,0,0,-,12,7,5,0.583,2,14,36
529,29,469,7,16,0.31,0.13,3,1,2,0.5,1,1,0,2,0,2,3,1,2,0.333,0.5,1,0,1,0,2,1,1,0.5,0,0,0,-,0,0,2
530,29,482,25,684,0.95,0.45,223,65,31,2.1,60,18,1,89,28,61,201,85,116,0.423,0.468,146,67,79,0.459,55,18,37,0.327,50,35,15,0.7,3,34,45
531,29,479,23,311,0.57,0.21,72,20,16,1.25,9,7,2,30,4,26,76,23,53,0.303,0.368,32,13,19,0.406,44,10,34,0.227,20,16,4,0.8,3,15,24
532,29,483,24,343,0.74,0.31,132,14,12,1.17,14,7,6,49,15,34,122,47,75,0.385,0.537,18,10,8,0.556,104,37,67,0.356,3,1,2,0.333,1,6,37
533,29,478,24,357,0.79,0.24,132,35,32,1.09,17,19,4,34,5,29,114,51,63,0.447,0.496,85,40,45,0.471,29,11,18,0.379,34,19,15,0.559,5,23,36
534,29,465,11,16,0.93,0.31,8,0,2,0,1,2,0,6,1,5,6,3,3,0.5,0.667,2,1,1,0.5,4,2,2,0.5,0,0,0,-,0,0,2
536,29,476,13,54,0.36,-0.02,14,1,3,0.33,0,1,0,3,0,3,12,4,8,0.333,0.5,1,0,1,0,11,4,7,0.364,3,2,1,0.667,0,2,2
537,29,470,7,101,0.42,0.2,28,3,6,0.5,4,2,2,9,5,4,36,12,24,0.333,0.375,22,9,13,0.409,14,3,11,0.214,5,1,4,0.2,1,6,17
538,29,464,23,655,1.5,0.5,336,41,71,0.58,16,26,31,230,63,167,236,123,113,0.521,0.521,235,123,112,0.523,1,0,1,0,140,90,50,0.643,9,110,53
539,29,466,14,67,0.14,0.1,4,2,3,0.67,1,1,0,6,1,5,6,2,4,0.333,0.333,6,2,4,0.333,0,0,0,-,0,0,0,-,0,1,10
540,29,474,14,61,0.51,0.25,14,7,4,1.75,1,4,1,5,0,5,15,5,10,0.333,0.433,2,2,0,1,13,3,10,0.231,2,1,1,0.5,0,1,6
541,29,473,14,72,0.49,0.15,17,2,5,0.4,1,2,2,10,1,9,11,6,5,0.546,0.727,3,2,1,0.667,8,4,4,0.5,2,1,1,0.5,0,1,8
542,29,477,15,290,0.64,0.31,68,18,15,1.2,11,9,0,40,23,17,80,24,56,0.3,0.338,52,18,34,0.346,28,6,22,0.214,21,14,7,0.667,0,19,43
543,29,471,21,439,0.94,0.37,165,33,26,1.27,38,16,3,54,11,43,164,61,103,0.372,0.415,112,47,65,0.42,52,14,38,0.269,36,29,7,0.806,4,35,55
544,29,472,15,207,1.07,0.19,98,11,23,0.48,5,8,2,35,14,21,70,32,38,0.457,0.529,48,22,26,0.458,22,10,12,0.454,37,24,13,0.649,2,23,27
545,29,481,23,368,1.05,0.41,154,10,12,0.83,7,6,18,81,24,57,132,62,70,0.47,0.504,99,53,46,0.535,33,9,24,0.273,30,21,9,0.7,6,27,37
546,29,480,22,319,0.62,0.17,73,8,12,0.67,6,4,2,39,7,32,73,18,55,0.247,0.322,31,7,24,0.226,42,11,31,0.262,30,26,4,0.867,1,17,25
547,29,467,7,19,0.52,0.37,1,3,3,1,0,2,1,4,1,3,1,0,1,0,0,1,0,1,0,0,0,0,-,2,1,1,0.5,0,1,0
548,29,468,18,377,1.03,0.27,162,38,30,1.27,17,11,0,43,8,35,138,58,80,0.42,0.446,115,51,64,0.444,23,7,16,0.304,56,39,17,0.696,3,40,41
549,29,475,6,17,0.83,0,10,0,1,0,0,0,0,1,1,0,9,4,5,0.444,0.5,8,3,5,0.375,1,1,0,1,1,1,0,1,1,1,4
550,30,488,22,138,0.72,0.17,34,8,16,0.5,4,3,3,20,5,15,21,11,10,0.524,0.524,19,11,8,0.579,2,0,2,0,18,12,6,0.667,1,20,16
551,30,504,24,177,0.53,0.12,66,5,15,0.33,4,6,0,23,11,12,63,23,40,0.365,0.516,8,4,4,0.5,55,19,36,0.346,2,1,1,0.5,0,2,19
552,30,491,6,25,0.73,-0.08,9,1,6,0.17,2,3,0,3,1,2,3,3,0,1,0,2,2,0,1,1,1,0,1,2,2,0,1,0,2,3
553,30,498,19,416,0.86,0.16,158,15,30,0.5,10,19,2,57,17,40,126,50,76,0.397,0.476,74,30,44,0.405,52,20,32,0.385,47,38,9,0.808,3,29,34
554,30,501,25,795,1.31,0.3,494,74,64,1.16,36,33,3,123,19,104,419,182,237,0.434,0.489,277,136,141,0.491,142,46,96,0.324,110,84,26,0.764,19,99,63
555,30,487,22,434,0.78,0.15,204,46,45,1.02,15,22,0,25,8,17,194,75,119,0.387,0.477,96,40,56,0.417,98,35,63,0.357,21,19,2,0.905,0,21,26
556,30,502,25,515,0.49,0.34,70,52,31,1.68,23,22,2,70,12,58,79,29,50,0.367,0.411,48,22,26,0.458,31,7,24,0.226,12,5,7,0.417,1,13,58
557,30,490,13,293,1.18,0.47,139,12,10,1.2,22,4,2,64,21,43,124,55,69,0.444,0.484,96,45,51,0.469,28,10,18,0.357,26,19,7,0.731,4,19,36
558,30,505,21,162,0.8,0.31,57,12,5,2.4,8,6,1,18,1,17,58,20,38,0.345,0.414,29,12,17,0.414,29,8,21,0.276,15,9,6,0.6,0,11,14
559,30,499,22,120,0.28,0.26,10,4,6,0.67,8,2,0,16,3,13,20,4,16,0.2,0.25,9,2,7,0.222,11,2,9,0.182,0,0,0,-,0,1,14
560,30,506,7,25,0.44,0.08,7,1,3,0.33,0,1,0,4,2,2,7,2,5,0.286,0.429,2,0,2,0,5,2,3,0.4,2,1,1,0.5,0,1,2
561,30,489,7,180,1.09,0.27,66,22,15,1.47,5,3,2,19,2,17,42,21,21,0.5,0.536,29,18,11,0.621,13,3,10,0.231,24,21,3,0.875,2,15,15
563,30,492,5,9,2.12,1,5,1,0,-,1,0,1,2,1,1,3,2,1,0.667,0.667,2,2,0,1,1,0,1,0,1,1,0,1,1,2,0
564,30,493,7,193,1.03,0.37,80,9,18,0.5,4,9,3,56,19,37,67,30,37,0.448,0.5,49,23,26,0.469,18,7,11,0.389,19,13,6,0.684,2,12,18
565,30,485,10,39,0.5,0.33,6,1,1,1,2,0,0,6,3,3,6,3,3,0.5,0.5,6,3,3,0.5,0,0,0,-,0,0,0,-,0,1,8
566,30,486,24,230,0.86,0.4,57,12,12,1,5,5,2,53,26,27,43,22,21,0.512,0.512,42,22,20,0.524,1,0,1,0,20,13,7,0.65,0,14,43
567,30,494,3,8,1.31,0.25,6,1,0,-,0,0,0,0,0,0,3,2,1,0.667,1,0,0,0,-,3,2,1,0.667,0,0,0,-,0,0,1
568,30,495,25,574,1.1,0.36,268,19,58,0.33,16,20,21,153,55,98,232,110,122,0.474,0.485,217,105,112,0.484,15,5,10,0.333,58,43,15,0.741,10,49,71
569,30,497,16,163,0.84,0.25,57,2,8,0.25,1,3,2,35,12,23,53,22,31,0.415,0.415,53,22,31,0.415,0,0,0,-,19,13,6,0.684,0,16,19
570,30,496,7,92,0.72,0.09,26,1,9,0.11,1,4,2,14,4,10,18,8,10,0.444,0.444,18,8,10,0.444,0,0,0,-,15,10,5,0.667,1,6,7
571,30,503,2,22,0.08,0.18,2,3,6,0.5,0,3,3,4,0,4,7,1,6,0.143,0.143,6,1,5,0.167,1,0,1,0,0,0,0,-,0,0,2
572,30,500,6,14,1.64,0.5,6,2,2,1,1,3,0,4,1,3,5,1,4,0.2,0.2,3,1,2,0.333,2,0,2,0,7,4,3,0.571,1,4,3
573,31,516,28,631,0.55,0.24,113,51,35,1.46,14,16,1,72,18,54,100,38,62,0.38,0.44,48,26,22,0.542,52,12,40,0.231,35,25,10,0.714,2,30,82
574,31,520,28,893,0.65,0.33,176,111,34,3.26,28,17,2,74,9,65,165,59,106,0.358,0.418,93,39,54,0.419,72,20,52,0.278,60,38,22,0.633,2,58,55
575,31,509,14,24,0.18,0.25,0,1,0,-,2,0,0,0,0,0,2,0,2,0,0,2,0,2,0,0,0,0,-,0,0,0,-,0,0,9
576,31,522,13,228,0.79,0.35,77,24,20,1.2,4,9,9,35,10,25,74,33,41,0.446,0.466,66,30,36,0.454,8,3,5,0.375,15,8,7,0.533,1,18,34
577,31,507,28,456,0.69,0.15,155,24,23,1.04,8,12,1,42,5,37,141,49,92,0.348,0.447,61,21,40,0.344,80,28,52,0.35,33,29,4,0.879,0,26,34
578,31,514,28,768,1.05,0.25,330,64,46,1.39,13,23,4,108,14,94,261,99,162,0.379,0.473,126,50,76,0.397,135,49,86,0.363,109,83,26,0.761,12,78,47
579,31,517,19,74,0.27,0.24,5,1,1,1,1,0,0,13,3,10,11,2,9,0.182,0.182,10,2,8,0.2,1,0,1,0,2,1,1,0.5,0,2,8
580,31,512,28,404,0.41,0.25,40,29,23,1.26,13,8,0,52,12,40,43,13,30,0.302,0.36,18,8,10,0.444,25,5,20,0.2,13,9,4,0.692,0,14,41
581,31,510,9,75,0.29,-0.05,22,3,6,0.5,1,4,0,0,0,0,20,7,13,0.35,0.525,5,0,5,0,15,7,8,0.467,2,1,1,0.5,0,2,4
583,31,511,27,677,1.15,0.35,292,35,40,0.88,10,14,7,169,44,125,209,114,95,0.546,0.553,203,111,92,0.547,6,3,3,0.5,80,61,19,0.762,8,64,60
584,31,513,8,14,0.33,-0.14,6,0,1,0,0,1,0,0,0,0,6,2,4,0.333,0.417,3,1,2,0.333,3,1,2,0.333,4,1,3,0.25,0,2,0
585,31,515,19,92,0.73,0.29,31,4,1,4,0,1,0,19,2,17,30,13,17,0.433,0.483,15,10,5,0.667,15,3,12,0.2,2,2,0,1,0,3,8
586,31,519,13,54,1.47,0.28,23,4,1,4,1,0,0,5,2,3,17,5,12,0.294,0.294,17,5,12,0.294,0,0,0,-,14,13,1,0.929,0,9,5
588,31,523,7,4,1.83,1.25,2,1,0,-,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,-,1,0,1,0,0,1,0
589,31,508,28,404,1.1,0.18,211,5,25,0.2,7,11,3,69,23,46,163,84,79,0.515,0.524,156,81,75,0.519,7,3,4,0.429,49,40,9,0.816,8,40,39
592,31,518,11,39,0.27,0.1,5,0,4,0,1,1,0,10,0,10,5,2,3,0.4,0.4,5,2,3,0.4,0,0,0,-,3,1,2,0.333,0,3,10
594,32,538,27,820,1.14,0.5,300,105,70,1.5,33,49,42,163,28,135,237,112,125,0.473,0.481,223,108,115,0.484,14,4,10,0.286,135,72,63,0.533,23,109,59
595,32,534,22,213,0.46,0.26,35,22,11,2,5,10,0,20,3,17,39,11,28,0.282,0.385,8,3,5,0.375,31,8,23,0.258,9,5,4,0.556,0,8,26
596,32,531,12,68,0.32,0.29,2,9,8,1.12,2,8,0,11,3,8,3,1,2,0.333,0.333,1,1,0,1,2,0,2,0,0,0,0,-,0,0,4
597,32,528,26,614,0.97,0.33,249,64,36,1.78,38,24,4,51,13,38,206,91,115,0.442,0.519,103,59,44,0.573,103,32,71,0.311,45,35,10,0.778,4,34,26
598,32,539,13,298,1.01,0.27,136,22,25,0.88,13,6,0,50,10,40,120,50,70,0.417,0.458,87,40,47,0.46,33,10,23,0.303,39,26,13,0.667,7,32,29
599,32,533,24,180,0.45,0.34,8,11,10,1.1,9,3,0,32,10,22,6,2,4,0.333,0.333,6,2,4,0.333,0,0,0,-,7,4,3,0.571,1,13,22
603,32,532,26,544,1.32,0.53,246,36,30,1.2,17,13,12,162,56,106,192,94,98,0.49,0.518,165,83,82,0.503,27,11,16,0.407,58,47,11,0.81,6,43,48
604,32,530,6,12,0.03,-0.17,2,0,2,0,0,2,0,1,1,0,2,1,1,0.5,0.5,1,1,0,1,1,0,1,0,0,0,0,-,0,0,1
605,32,529,3,8,-0.38,0.13,0,0,1,0,0,0,0,2,1,1,5,0,5,0,0,0,0,0,-,5,0,5,0,0,0,0,-,0,0,1
606,32,525,20,261,0.74,0.33,92,7,9,0.78,10,3,2,51,16,35,79,38,41,0.481,0.576,38,23,15,0.605,41,15,26,0.366,6,1,5,0.167,1,9,26
607,32,524,10,24,-0.02,0,2,2,3,0.67,0,1,0,2,0,2,4,1,3,0.25,0.25,4,1,3,0.25,0,0,0,-,1,0,1,0,0,1,8
608,32,535,9,52,0.33,-0.02,14,1,8,0.12,3,4,1,4,1,3,12,6,6,0.5,0.542,8,5,3,0.625,4,1,3,0.25,3,1,2,0.333,1,4,5
610,32,526,25,357,0.46,0.19,95,14,10,1.4,9,7,2,32,6,26,95,33,62,0.347,0.495,11,5,6,0.454,84,28,56,0.333,4,1,3,0.25,0,5,13
611,32,537,27,764,1.24,0.29,454,44,59,0.75,17,36,3,158,56,102,383,183,200,0.478,0.501,346,165,181,0.477,37,18,19,0.486,91,70,21,0.769,9,72,75
613,32,527,16,442,0.65,0.2,130,41,46,0.89,9,25,0,64,16,48,127,42,85,0.331,0.413,66,21,45,0.318,61,21,40,0.344,34,25,9,0.735,0,35,26
615,32,536,27,531,1.05,0.35,231,25,28,0.89,14,16,5,116,36,80,197,91,106,0.462,0.49,169,80,89,0.473,28,11,17,0.393,52,38,14,0.731,7,34,67
