Player_Name,Player_ID,Team_ID
Austin_Penick,326,21
Hayden_Crowder,327,21
Jalen_Paul,328,21
Jared_Dishop,329,21
Jason_Clune,330,21
Joe_Smith,331,21
Kaleb_Swick,332,21
Kelham_Brown,333,21
Langston_Johnson,334,21
Marcus_Winters,335,21
Maurice_Hunter,336,21
Myles_Copeland,337,21
Nick_Daman,338,21
Paris_Partee,339,21
Pete_Smith,340,21
Robert_Warrick,341,21
Sean_Corcoran,342,21
Anastasios_Demogerontas,343,22
Andrew_Zelis,344,22
Brandon_Danowski,345,22
Dante_Thorpe,346,22
Eugene_German,347,22
Gairges_Daow,348,22
Jon_Siu,349,22
Justin_Thomas,350,22
Lacey_James,351,22
Levi_Bradley,352,22
Noah_McCarty,353,22
Owen_Hamilton,354,22
Rod_Henry-Hayes,355,22
Alec_Hamilton,356,23
Anthony_Marlowe,357,23
Ben_Widdes,358,23
Charlie_Soule,359,23
Cory_Nies,360,23
Joel_Heesch,361,23
Joey_Archer,362,23
Justin_Gruber,363,23
Kale_Maupin,364,23
Michael_Keane,365,23
Nick_Penny,366,23
Ray_Pierce,367,23
Ryan_Clarey,368,23
Tanner_Zaeske,369,23
Troy_Howat,370,23
Tyler_Barman,371,23
Tyler_Ingebrigtsen,372,23
Brayden_Olson,373,24
Calvin_Brooks,374,24
Cole_Davenport,375,24
Eric_Grygo,376,24
Hayden_Helfrich,377,24
James_Dietz,378,24
Jaquan_Phipps,379,24
Jens_Soderholm,380,24
Jonathon_Bailey,381,24
Kejuan_Glosson,382,24
Kenny_Bogus,383,24
Kyle_Hornacek,384,24
Logan_Atkins,385,24
Marques_Barnes,386,24
Shaka_Washington,387,24
Walter_Taylor,388,24
Zach_Gorney,389,24
Bailey_Vance,390,25
Ben_Bowen,391,25
Bryce_Pedrin,392,25
Chris_Mahoney,393,25
Demetrius_Pointer,394,25
Garrett_Hoffman,395,25
Henry_Hudson,396,25
Jacob_Buchner,397,25
Justin_Galusha,398,25
Justin_Wierzgac,399,25
Marcus_Myers,400,25
Matt_Dunn,401,25
Max_Vickers,402,25
Mike_Finley,403,25
Nick_Chambers,404,25
Pat_Kramp,405,25
Sean_Davis,406,25
Shane_Murray,407,25
Ty_Carlson,408,25
Ahmari_Dantzler,409,26
Andre_Sanchez-Amarillas,410,26
Ben_Stasewich,411,26
Carlos_Campos,412,26
Carl_Garner,413,26
Corey_Allen,414,26
Deonte_Carlton,415,26
Eddie_Burnett,416,26
Eric_Nygaard,417,26
Garrett_Duffin,418,26
Isaac_Anderson,419,26
Jequan_Pegeese,420,26
Joshuan_McNeal,421,26
K.J._Odom,422,26
Kyle_Domark,423,26
Pat_McDonald,424,26
Reggie_Nimmer,425,26
Sam_Kaminski,426,26
Shakur_Jinad,427,26
Trent_Nickel,428,26
Zach_Hasenstein,429,26
Andrew_Fratzke,430,27
Dane_Fronek,431,27
George_Olalekan,432,27
Isaiah_Tenette,433,27
Jacob_Lord,434,27
Jake_Jurss,435,27
Jason_Klug,436,27
Joey_Zietlow,437,27
Jordan_Johnson,438,27
Jose_Alicea,439,27
Josh_Erickson,440,27
Josh_Hau,441,27
Julien_Addison,442,27
Matthew_Myers,443,27
Matt_Ulrich,444,27
Noah_Gosse,445,27
Alex_Thiede,446,28
Anthony_Minnema,447,28
Ben_Kennedy,448,28
Caleb_Goldstein,449,28
Chase_Nowak,450,28
Christian_Kennedy,451,28
Colin_Biesterfeld,452,28
Collin_Kennedy,453,28
Eric_Boulden,454,28
Grant_Beck,455,28
Mack_Knueppel,456,28
Matty_Farner,457,28
Matt_Baker,458,28
Paul_Koier,459,28
Paul_Schmelzer,460,28
Randy_Johnson_Jr,461,28
Sam_Kaufman,462,28
Tyler_Young,463,28
Alex_Manhardt,464,29
Caleb_Martin,465,29
Coy_Paulson,466,29
Danny_Duchaj,467,29
Evan_Hansen,468,29
Julian_Lynch,469,29
Justin_Wilson,470,29
Kelvin_Jones,471,29
Logan_Hamilton,472,29
Marcus_Kadinger,473,29
Matt_Shaw,474,29
Myles_Cochran,475,29
Noah_Knudsen,476,29
Ryan_Biffert,477,29
Tavaris_Mccullough,478,29
Taylor_Rahn,479,29
Trentin_Fouse,480,29
Tristan_Ess,481,29
Tyrese_Pinson,482,29
Will_Olewinski,483,29
Will_Polczynski,484,29
Chad_Abbadessa,485,30
Hassan_Basbous,486,30
Henry_Woo_Jr,487,30
Immanuel_Oby,488,30
Israel_Dosie,489,30
Jalen_Meeks,490,30
Jamaal_Thomas,491,30
Jamal_Turner,492,30
Jarek_Hotwagner,493,30
Joel_Childers,494,30
Jonathan_Wilson,495,30
Jon_Beaver,496,30
Justin_Mack,497,30
Justin_Schwarz,498,30
Kenta_Jones,499,30
Louis_Fernando,500,30
Mitch_Pelissier,501,30
Neil_O'Donnell,502,30
Rodrigo_Nava,503,30
Sawyer_Concklin,504,30
Sheldon_Moore,505,30
Zach_Burk,506,30
Arik_Anderson,507,31
Ben_Seefeld,508,31
Charlie_Reuteman,509,31
Drew_Freitag,510,31
Emil_Radisevic,511,31
Jacob_Miller,512,31
Jake_Graf,513,31
Jake_Negus,514,31
Kyle_Geiger,515,31
Mcclain_Steffens,516,31
Ryan_Buss,517,31
Sam_Fox,518,31
Sam_Noyce,519,31
Sy_Staver,520,31
Travis_Kell,521,31
Tyler_Lemke,522,31
Will_Schwartz,523,31
Ajibola_OkeDiran,524,32
Andrew_Squires,525,32
Ben_Temrowski,526,32
Ben_Weber,527,32
Brandon_Emerick,528,32
Damon_Hofmann,529,32
Daniel_Rosenstiel,530,32
Jacob_Siewert,531,32
Kevin_Diemer,532,32
Nicolas_Ramos,533,32
Ryan_Fiorucci,534,32
Talon_Hardin,535,32
Taylor_Krocker,536,32
Tony_Diemer,537,32
Trae_Blumhorst,538,32
Will_Adams,539,32
